epoch,loss
0,1.3862779140472412
1,1.4169986248016357
2,1.4522567987442017
3,1.3492416143417358
4,1.4408018589019775
5,1.3431404829025269
6,1.3814829587936401
7,1.3496609926223755
8,1.4223676919937134
9,1.360387921333313
10,1.4568012952804565
11,1.4221246242523193
12,1.3858206272125244
13,1.359665870666504
14,1.3783901929855347
15,1.3790292739868164
16,1.4051731824874878
17,1.3787317276000977
18,1.3000340461730957
19,1.3280845880508423
